Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
mismatch_score;smith_waterman.c;9;2.920351028442383;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;4.87647008895874;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.918628692626953;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.3861606121063232;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;0.958247184753418;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.6183054447174072;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.8820161819458008;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;3.229161500930786;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.039304256439209;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.7781009674072266;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.9272797107696533;0-6;Random bit-flip;1
j;smith_waterman.c;177;0.9937505722045898;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.9080235958099365;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;3.316852331161499;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.5000860691070557;0-6;Random bit-flip;1
i2;smith_waterman.c;168;1.7337977886199951;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.568481206893921;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.7887790203094482;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.259925365447998;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;4.350845813751221;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.5438132286071777;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;0.8205404281616211;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;4.67935848236084;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;3.0597362518310547;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.9258191585540771;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.947127103805542;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;3.2124760150909424;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;0.667668342590332;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.1498968601226807;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.556128740310669;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.4664368629455566;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.7973368167877197;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.162767171859741;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;0.9305830001831055;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.068920850753784;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;0.8670549392700195;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.5480408668518066;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.098040819168091;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.7663686275482178;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6686697006225586;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;3.3471646308898926;0-6;Random bit-flip;1
j2;smith_waterman.c;177;1.5026490688323975;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.6620090007781982;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.609912395477295;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.2642202377319336;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;4.214674711227417;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.4035468101501465;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;0.5681684017181396;0-6;Random bit-flip;1
j;smith_waterman.c;177;1.164452075958252;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;3.93637752532959;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.948399543762207;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.20697283744812;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.7300922870635986;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.7759969234466553;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.7038969993591309;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.939354181289673;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.0181751251220703;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.7511882781982422;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;0.681126594543457;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.0642313957214355;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;0.4860832691192627;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.5129964351654053;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6086311340332031;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.7795770168304443;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.7898902893066406;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.301064968109131;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.9067609310150146;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.839404344558716;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.9368081092834473;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.4056224822998047;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.2137260437011719;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.6358814239501953;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.412034273147583;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.7850470542907715;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.8950188159942627;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.8523170948028564;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.1510422229766846;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.1541783809661865;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.683438539505005;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.655815601348877;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.0238559246063232;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;4.28888463973999;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.6898221969604492;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.0042338371276855;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.9153289794921875;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.5144221782684326;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.5942049026489258;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.8948819637298584;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.4984519481658936;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.174453496932983;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;4.324408054351807;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;0.5401830673217773;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.946784496307373;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.858637809753418;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.6394991874694824;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;4.152409076690674;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.0855281352996826;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.3711414337158203;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.6359221935272217;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;4.2570579051971436;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.7803268432617188;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.489163875579834;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;3.9388062953948975;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.1634602546691895;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.8674426078796387;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.577317714691162;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;3.216897487640381;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.4602780342102051;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.0797271728515625;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.4909658432006836;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.109734058380127;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.2258994579315186;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.7672998905181885;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.9571263790130615;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.0338776111602783;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.1785733699798584;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.311880588531494;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.016568899154663;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;3.3353116512298584;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.5269718170166016;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.0624620914459229;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.2466976642608643;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.6539878845214844;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.5002357959747314;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.8088128566741943;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.579984664916992;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.6570918560028076;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.0813658237457275;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.0420422554016113;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.019411087036133;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.7455906867980957;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.8382778167724609;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.1238503456115723;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.8669829368591309;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.0202226638793945;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6919193267822266;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.9789514541625977;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.2902240753173828;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3711495399475098;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.7491872310638428;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;3.5318312644958496;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;0.6108644008636475;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.69417142868042;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;4.3636932373046875;0-6;Random bit-flip;1
j2;smith_waterman.c;177;2.0227551460266113;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.5650882720947266;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.406574010848999;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.283719062805176;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.2409915924072266;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;4.185389518737793;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.2089176177978516;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.9877605438232422;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.9614174365997314;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;0.8586194515228271;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;4.021240949630737;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;4.527508974075317;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.555779218673706;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.7094180583953857;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;3.1135377883911133;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.9523537158966064;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.6120121479034424;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.906569480895996;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.121722936630249;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;3.18096661567688;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.7791552543640137;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.7704520225524902;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;3.2940077781677246;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.3058419227600098;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.279584169387817;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.5727837085723877;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.5134851932525635;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.182165145874023;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.0553791522979736;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.8780927658081055;0-6;Random bit-flip;1
i2;smith_waterman.c;168;0.8209490776062012;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.7403590679168701;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.3354580402374268;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.877019166946411;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.283796787261963;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.7680022716522217;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.7882041931152344;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.0143375396728516;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.8826959133148193;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.4326720237731934;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.038658380508423;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.9051551818847656;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;4.395167350769043;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.7108283042907715;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.4763896465301514;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.075819492340088;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.5057456493377686;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;3.558676242828369;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.5459117889404297;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.3654260635375977;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.3676650524139404;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.9436366558074951;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.5669264793395996;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.776378870010376;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;4.352850914001465;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.7393996715545654;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.8438172340393066;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;3.421964406967163;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.717082262039185;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;0.7761955261230469;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;4.151068687438965;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.459845542907715;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;0.6822216510772705;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.9514458179473877;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.9938111305236816;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.6669418811798096;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.003248929977417;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.9222047328948975;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.9208590984344482;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.5076169967651367;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;3.874943494796753;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.705850124359131;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.4551582336425781;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;3.5284457206726074;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;3.5546979904174805;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.6577920913696289;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;4.033093452453613;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.5638494491577148;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.110776662826538;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.511308193206787;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.050748109817505;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;4.561593294143677;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;4.152222633361816;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.764798641204834;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.384979009628296;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.1866488456726074;0-6;Random bit-flip;1
j2;smith_waterman.c;177;2.4061737060546875;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.9556612968444824;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.3636581897735596;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.253023386001587;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.9487597942352295;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.8938727378845215;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.706149101257324;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.011474609375;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.652177333831787;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.1321840286254883;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.0095031261444092;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.6206088066101074;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.8546059131622314;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.7410147190093994;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.4676413536071777;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.8556740283966064;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;4.265522241592407;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.5326037406921387;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.6138639450073242;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.574500560760498;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;3.6686453819274902;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.3600504398345947;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.873929262161255;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.751054286956787;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.377685070037842;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.7363455295562744;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;0.9347527027130127;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.9858531951904297;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.7388029098510742;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.535309076309204;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;3.906299352645874;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.7940211296081543;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.7053630352020264;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.3810145854949951;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.7607319355010986;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.0908005237579346;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.7955546379089355;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.9452025890350342;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.6702759265899658;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.8373923301696777;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.542088031768799;0-6;Random bit-flip;1
i2;smith_waterman.c;168;4.555044174194336;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.079432487487793;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;3.3917815685272217;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;0.8552768230438232;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.732825756072998;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;3.156865119934082;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;0.9390091896057129;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.515655517578125;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;3.369230270385742;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3515031337738037;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.3107855319976807;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.0747146606445312;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;4.380398511886597;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.5155653953552246;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.3898224830627441;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.4304769039154053;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.6793677806854248;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.01950478553772;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.220358371734619;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.8815195560455322;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.4603803157806396;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.7663323879241943;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;3.343045473098755;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.1655430793762207;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.1295907497406006;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.6412572860717773;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.257059097290039;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.7361106872558594;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.521001100540161;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;4.157835006713867;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.194488286972046;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.066378355026245;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.3909554481506348;0-6;Random bit-flip;1
i2;smith_waterman.c;168;2.3389806747436523;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.5580554008483887;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;4.6454689502716064;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;4.247365236282349;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.9424047470092773;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.584920883178711;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.2864179611206055;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.1215143203735352;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;0.46744322776794434;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.4305791854858398;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.5946669578552246;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;2.912989854812622;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.5351223945617676;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;1.8265113830566406;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.1442718505859375;0-6;Random bit-flip;1
i2;smith_waterman.c;168;2.428130865097046;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.0001461505889893;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;1.6159133911132812;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;2.1756200790405273;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;4.7354419231414795;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;3.243065118789673;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.5533068180084229;0-6;Random bit-flip;1
match_score;smith_waterman.c;7;0.35794687271118164;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;2.445190668106079;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;0.6063413619995117;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6320111751556396;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;3.7908968925476074;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;2.406278371810913;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;3.6174585819244385;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.636300802230835;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.0305674076080322;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.7884418964385986;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;0.623774528503418;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;2.766800880432129;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;0.9056477546691895;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;3.4809329509735107;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;2.0019264221191406;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.0693824291229248;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.1511175632476807;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;3.961219549179077;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.483384370803833;0-6;Random bit-flip;1
match_score2;smith_waterman.c;8;1.0506703853607178;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.0837738513946533;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.6925773620605469;0-6;Random bit-flip;1
mismatch_score;smith_waterman.c;9;1.4926502704620361;0-6;Random bit-flip;1
gap_score2;smith_waterman.c;12;3.401998281478882;0-6;Random bit-flip;1
mismatch_score2;smith_waterman.c;10;4.813359022140503;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;1.885178565979004;0-6;Random bit-flip;1
gap_score;smith_waterman.c;11;4.363452196121216;0-6;Random bit-flip;1
