Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
mismatch_score;smith_waterman.c;9;4.289479732513428;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.3754162788391113;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.5000619888305664;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.4803321361541748;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.864219903945923;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;4.054947376251221;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.1956710815429688;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.2003028392791748;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.4427676200866699;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.6659398078918457;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.2861340045928955;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;4.51431131362915;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.6008846759796143;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.263120651245117;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.4485831260681152;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;4.715536117553711;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.4479336738586426;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.101959466934204;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.2942419052124023;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.123157501220703;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.4085185527801514;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.9506843090057373;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.9083924293518066;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.1931192874908447;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.0590310096740723;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.3280730247497559;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.090654134750366;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.5326225757598877;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.4336695671081543;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.8222689628601074;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.4419617652893066;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.2762150764465332;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.922260046005249;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.463425874710083;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.1056997776031494;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.7103874683380127;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.7864413261413574;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.871936082839966;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.5263006687164307;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.5893726348876953;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.928560495376587;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.2743444442749023;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6421823501586914;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.5416691303253174;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.1002252101898193;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.2179789543151855;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.8663918972015381;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.9495711326599121;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.8828718662261963;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.2079527378082275;0-6;Double bit-flip;1
j;smith_waterman.c;177;1.8973276615142822;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.909705638885498;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.42962050437927246;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.6785871982574463;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.6736335754394531;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;4.906800031661987;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.968790054321289;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.5698840618133545;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.101560115814209;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.5757346153259277;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;0.7445857524871826;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.061763286590576;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.0769405364990234;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.5635528564453125;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.7700207233428955;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.4275798797607422;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.1993250846862793;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.5243747234344482;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.661468982696533;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.018908739089966;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.809307813644409;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.493563175201416;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.8396432399749756;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.5467734336853027;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.8783433437347412;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.5410971641540527;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.58778715133667;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.4523885250091553;0-6;Double bit-flip;1
i2;smith_waterman.c;168;0.7155740261077881;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.3018381595611572;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.9349145889282227;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.290045976638794;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.289970874786377;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;5.238698720932007;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.7902541160583496;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.30926513671875;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.6896436214447021;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.4337618350982666;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.8683421611785889;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.5238935947418213;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.265611171722412;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.3834226131439209;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.3532671928405762;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.0377705097198486;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.8606877326965332;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.455259084701538;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3713977336883545;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;0.9853980541229248;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.1393051147460938;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.8403744697570801;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.477705955505371;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.6736555099487305;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3607563972473145;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.9331071376800537;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.8818728923797607;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.2746150493621826;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;4.214745759963989;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.6957204341888428;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.324986457824707;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.9122047424316406;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.478058099746704;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.416456699371338;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.9510087966918945;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.7022294998168945;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.7958028316497803;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.4339520931243896;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.164604663848877;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.366185188293457;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.5670437812805176;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.752852201461792;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.5521950721740723;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.7066826820373535;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.2247495651245117;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.648536205291748;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.440711736679077;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.68428635597229;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.2636992931365967;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.488776922225952;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.7983922958374023;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.1467959880828857;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.9744644165039062;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.9730305671691895;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.6179964542388916;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.6663305759429932;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.7775821685791016;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.9469799995422363;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.180999994277954;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.1479523181915283;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.1645066738128662;0-6;Double bit-flip;1
i2;smith_waterman.c;168;2.5570783615112305;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.1718802452087402;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;5.107397794723511;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.616208553314209;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.6544945240020752;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.6868958473205566;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.5303516387939453;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.8717718124389648;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.2063086032867432;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.4155600070953369;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.4437434673309326;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.4525954723358154;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.634587287902832;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.2613348960876465;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.9279892444610596;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.9467737674713135;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.513218879699707;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.023538112640381;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.8801133632659912;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.5226500034332275;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.633769989013672;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.623640775680542;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.410982608795166;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.362495183944702;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.4669759273529053;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.7646021842956543;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.0878090858459473;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.610266923904419;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.8627204895019531;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;5.309404611587524;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.3171536922454834;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.8394472599029541;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;4.113227605819702;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.5650100708007812;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.8006253242492676;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.7437484264373779;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.7838184833526611;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.0899555683135986;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.2360360622406006;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;5.39377498626709;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.8523693084716797;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;4.050774335861206;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.378235340118408;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.9088850021362305;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.8385334014892578;0-6;Double bit-flip;1
i2;smith_waterman.c;168;0.8062729835510254;0-6;Double bit-flip;1
j;smith_waterman.c;177;1.8840970993041992;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.8896679878234863;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.408823013305664;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.434598684310913;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.5817365646362305;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.7661147117614746;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.5473928451538086;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.154473304748535;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.993910074234009;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;4.5859270095825195;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.4563508033752441;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.47426176071167;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;5.101233005523682;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.4687583446502686;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.7664928436279297;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.7942249774932861;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.1437461376190186;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.6468291282653809;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.6705100536346436;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.9155082702636719;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.562052011489868;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.0260682106018066;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;4.409230709075928;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.907247304916382;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.497751235961914;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.207458257675171;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.1327810287475586;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.2526185512542725;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.4411895275115967;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.1014585494995117;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;4.416483640670776;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.421386957168579;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.5712430477142334;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.027792453765869;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;4.019013404846191;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;4.303008556365967;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.0330660343170166;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.6151785850524902;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;4.738945722579956;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.452606439590454;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.5769493579864502;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.1053366661071777;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.861705780029297;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.4435677528381348;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.672635555267334;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.7549772262573242;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.1560168266296387;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.0110106468200684;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.4523825645446777;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.5296950340270996;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;5.315446615219116;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.3162810802459717;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.778006076812744;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.106138229370117;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.345618724822998;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;0.5253088474273682;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.8113481998443604;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.100813388824463;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.4642915725708008;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.6302318572998047;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.9782583713531494;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.8587605953216553;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.7897346019744873;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.40144944190979;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.7667267322540283;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.1837937831878662;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.8369970321655273;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.257230520248413;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;4.830413818359375;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.867513656616211;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.1539883613586426;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.941561698913574;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.1775445938110352;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.680560827255249;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;4.259023666381836;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.708287477493286;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.7544305324554443;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.9574480056762695;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.6012248992919922;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.129441499710083;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.057636022567749;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.7589454650878906;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;6.070051908493042;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.7415721416473389;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6873447895050049;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.4039943218231201;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;4.245495557785034;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.027334213256836;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.6312339305877686;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.8299672603607178;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.9355392456054688;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.0954644680023193;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.1516520977020264;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.749927520751953;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.0790705680847168;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.5490012168884277;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.2974209785461426;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.457897424697876;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.1450331211090088;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.9213924407958984;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.748479127883911;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;4.206108331680298;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.434359073638916;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.0085852146148682;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.3698341846466064;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.513920545578003;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.393343210220337;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.3123109340667725;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.066950798034668;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.2278873920440674;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.7156567573547363;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;4.581853866577148;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.0168464183807373;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.067713499069214;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.8305840492248535;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;5.379914283752441;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.5945854187011719;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.771361827850342;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.8863203525543213;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.5222229957580566;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.5513143539428711;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.439546585083008;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.5215988159179688;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.9116148948669434;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.3623096942901611;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.875924825668335;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.4098591804504395;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.9965784549713135;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.646484375;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.96887469291687;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.6545450687408447;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.4119365215301514;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.4095966815948486;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.539729356765747;0-6;Double bit-flip;1
j2;smith_waterman.c;177;1.0505046844482422;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.4074788093566895;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.7336347103118896;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6565871238708496;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.8063039779663086;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.7893240451812744;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.8285818099975586;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;0.8168618679046631;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.0649049282073975;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.630577564239502;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.89872407913208;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;5.174614667892456;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.2055776119232178;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.1960945129394531;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.8686716556549072;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.268080711364746;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.628662347793579;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.6172003746032715;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.771878957748413;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.2068238258361816;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.3614718914031982;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;4.729839324951172;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.9878299236297607;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.098672866821289;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.9182848930358887;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;0.5570261478424072;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.227285146713257;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.0135669708251953;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.1846466064453125;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.7738935947418213;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.2581169605255127;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.7061891555786133;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.3098230361938477;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;4.610415697097778;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.5898363590240479;0-6;Double bit-flip;1
